lat,lon,prob201010,prob201011,prob201012,prob201101,prob201102,prob201103,prob201104,prob201105,prob201106,prob201107,prob201108
.3291667,101.8642,0,0,0,1,0,0,0,0,0,0,0
.1458333,101.8628,0,0,1,0,0,0,0,0,0,0,0
.9458333,101.8847,0,0,0,1,0,0,0,0,0,0,0
.9041666,101.8835,0,0,0,0,1,0,0,0,0,0,0
.8958333,101.8833,0,0,0,0,0,0,0,0,1,0,0
.8708333,101.8826,0,0,0,0,0,0,0,0,0,1,0
.8625,101.8824,0,0,0,0,0,0,0,0,1,0,0
.8541667,101.8822,0,0,0,0,0,0,0,0,0,1,0
.2375,101.8717,0,0,0,0,0,1,0,0,0,0,0
.2291667,101.8717,0,0,0,0,0,0,0,0,0,1,0
.1541667,101.8712,0,1,0,0,0,0,0,0,0,0,0
.9875,101.8943,0,0,0,0,0,0,1,0,0,0,0
.9625,101.8935,0,0,0,0,0,0,0,0,1,0,0
.9541667,101.8933,0,0,0,0,0,0,1,0,0,0,0
.9458333,101.8931,0,1,0,0,0,0,0,0,0,0,0
.9041666,101.8919,0,0,0,0,0,1,0,0,0,0,0
.9541667,101.9016,0,0,0,1,0,0,0,0,0,0,0
.9041666,101.9002,0,0,0,0,1,0,0,0,0,0,0
.9875,101.911,0,0,0,1,0,0,0,0,0,0,0
.9541667,101.91,0,0,0,0,1,0,0,0,0,0,0
.9291667,101.9092,0,1,0,0,0,0,0,0,0,0,0
.9041666,101.9085,0,0,0,0,0,1,0,0,0,0,0
.9875,101.9193,0,0,1,0,0,0,0,0,0,0,0
.9625,101.9185,0,0,0,0,1,0,0,0,0,0,0
.9541667,101.9183,0,0,1,0,0,0,0,0,0,0,0
.9458333,101.9181,0,0,1,0,0,0,0,0,0,0,0
.9291667,101.9176,0,0,1,0,0,0,0,0,0,0,0
.9125,101.9171,0,1,0,0,0,0,0,0,0,0,0
.9041666,101.9169,0,0,0,0,0,0,0,0,0,1,0
.9958333,101.9279,0,0,1,0,0,0,0,0,0,0,0
.9875,101.9276,0,1,0,0,0,0,0,0,0,0,0
.9791667,101.9274,0,0,1,0,0,0,0,0,0,0,0
.9708334,101.9271,0,0,0,1,0,0,0,0,0,0,0
.9625,101.9269,0,0,0,0,1,0,0,0,0,0,0
.9541667,101.9266,0,0,1,0,0,0,0,0,0,0,0
.9458333,101.9264,0,0,1,0,0,0,0,0,0,0,0
.9375,101.9261,0,0,1,0,0,0,0,0,0,0,0
.9291667,101.9259,0,1,0,0,0,0,0,0,0,0,0
.9208333,101.9257,0,0,0,1,0,0,0,0,0,0,0
.9041666,101.9252,0,0,0,0,0,0,0,0,0,1,0
.4291667,101.9154,0,0,1,0,0,0,0,0,0,0,0
.9958333,101.9362,0,0,1,0,0,0,0,0,0,0,0
.9875,101.936,0,0,1,0,0,0,0,0,0,0,0
.9791667,101.9357,0,0,0,0,0,1,0,0,0,0,0
.9625,101.9352,0,0,0,0,0,1,0,0,0,0,0
.9541667,101.935,0,0,1,0,0,0,0,0,0,0,0
.9458333,101.9347,0,0,0,1,0,0,0,0,0,0,0
.9375,101.9345,0,0,0,0,1,0,0,0,0,0,0
.9291667,101.9342,0,0,0,0,0,0,1,0,0,0,0
.9041666,101.9335,0,0,0,0,0,0,0,1,0,0,0
.7708333,101.9301,0,0,0,0,0,0,1,0,0,0,0
.9958333,101.9446,0,0,0,1,0,0,0,0,0,0,0
.9875,101.9443,0,0,0,0,0,0,0,1,0,0,0
.9791667,101.9441,0,0,0,0,0,0,0,0,0,0,1
.9625,101.9436,0,0,0,0,0,0,0,0,0,1,0
.9541667,101.9433,0,0,0,0,0,1,0,0,0,0,0
.9458333,101.9431,0,0,0,1,0,0,0,0,0,0,0
.9375,101.9428,0,0,0,0,0,1,0,0,0,0,0
.0958333,101.9293,0,0,0,0,0,1,0,0,0,0,0
.9875,101.9526,0,0,0,0,0,0,1,0,0,0,0
.9791667,101.9524,0,0,0,0,0,0,0,0,1,0,0
.9541667,101.9516,0,0,0,0,0,1,0,0,0,0,0
.9375,101.9511,0,0,0,1,0,0,0,0,0,0,0
.9375,101.9595,0,0,0,0,0,1,0,0,0,0,0
.9125,101.9588,0,1,0,0,0,0,0,0,0,0,0
.2125,101.9465,0,0,0,0,0,0,1,0,0,0,0
1.145833,101.9746,0,0,0,0,0,0,0,0,1,0,0
1.120833,101.9737,0,0,0,0,0,0,1,0,0,0,0
.7625,101.9632,0,0,0,0,0,0,0,0,1,0,0
.8708333,101.9743,0,0,0,0,0,0,1,0,0,0,0
1.3875,102.0091,0,0,0,0,0,1,0,0,0,0,0
1.379167,102.0087,0,0,0,0,1,0,0,0,0,0,0
1.1625,102.0002,0,0,1,0,0,0,0,0,0,0,0
1.3875,102.0174,0,0,0,0,0,1,0,0,0,0,0
1.379167,102.0171,0,0,0,0,1,0,0,0,0,0,0
1.379167,102.0254,0,0,0,0,0,1,0,0,0,0,0
1.370833,102.025,0,0,0,1,0,0,0,0,0,0,0
1.379167,102.0337,0,0,0,0,0,0,0,1,0,0,0
1.370833,102.0334,0,0,0,0,1,0,0,0,0,0,0
1.3625,102.033,0,0,0,1,0,0,0,0,0,0,0
1.354167,102.0327,0,0,1,0,0,0,0,0,0,0,0
1.329167,102.0316,0,0,0,0,0,0,0,0,0,0,1
1.045833,102.0212,0,1,0,0,0,0,0,0,0,0,0
1.379167,102.0421,0,0,0,0,0,0,0,0,0,0,1
1.370833,102.0417,0,0,1,0,0,0,0,0,0,0,0
1.295833,102.0469,0,0,0,0,1,0,0,0,0,0,0
1.3375,102.0653,0,0,0,1,0,0,0,0,0,0,0
1.370833,102.0751,0,0,0,0,0,0,0,1,0,0,0
1.3625,102.0747,0,0,0,0,0,0,0,1,0,0,0
1.354167,102.0743,0,0,0,0,0,0,1,0,0,0,0
1.345833,102.074,0,0,0,0,0,1,0,0,0,0,0
1.3375,102.0736,0,0,0,0,0,1,0,0,0,0,0
.3208333,102.1724,0,0,0,0,0,1,0,0,0,0,0
.3125,102.1724,0,0,0,0,0,0,0,1,0,0,0
.3125,102.1974,0,0,0,0,0,0,0,1,0,0,0
.2958333,102.1972,0,0,0,0,0,0,1,0,0,0,0
.1958333,102.2464,0,0,0,0,0,1,0,0,0,0,0
.1125,102.271,0,0,0,0,1,0,0,0,0,0,0
.2958333,102.4472,0,0,0,0,0,0,0,0,1,0,0
.3041667,102.4889,0,0,0,0,0,0,0,0,0,0,1
.2875,102.4888,0,0,0,0,0,0,0,0,1,0,0
.2791667,102.4887,0,0,0,0,0,0,0,0,1,0,0
.3041667,102.4973,0,0,0,0,0,0,0,0,0,1,0
.2875,102.5138,0,0,0,0,0,0,0,1,0,0,0
.2291667,102.5383,0,0,0,0,0,0,0,0,0,0,1
.2291667,102.5467,0,0,0,0,0,0,0,0,0,1,0
.2208333,102.5466,0,0,0,0,0,0,0,1,0,0,0
.2458333,102.5551,0,0,0,0,0,0,0,0,0,0,1
.2208333,102.5549,0,0,0,0,0,0,0,0,1,0,0
.2375,102.5634,0,0,0,0,0,0,0,0,0,0,1
.2208333,102.5633,0,0,0,0,0,0,0,0,0,1,0
.2125,102.5632,0,0,0,0,0,0,0,0,0,0,1
.1125,102.721,0,0,0,0,0,0,0,0,0,0,1
.1125,102.7377,0,0,0,0,0,0,0,1,0,0,0
.1041667,102.7377,0,0,0,0,0,0,0,0,0,0,1
.1041667,102.746,0,0,0,0,0,0,0,0,0,0,1
.0958333,102.746,0,0,0,0,0,0,0,0,0,1,0
.0875,102.746,0,0,0,0,0,0,0,0,0,1,0
.1125,102.7544,0,0,0,0,0,0,0,0,0,1,0
.1041667,102.7543,0,0,0,0,0,0,0,0,0,1,0
.0958333,102.7543,0,0,0,0,0,0,0,0,1,0,0
.0875,102.7543,0,0,0,0,0,0,0,0,0,0,1
.1125,102.7627,0,0,0,0,0,0,0,0,1,0,0
.1041667,102.7627,0,0,0,0,0,0,0,0,1,0,0
.0958333,102.7626,0,0,0,0,0,1,0,0,0,0,0
.0791667,102.7626,0,0,0,0,0,0,0,0,0,0,1
.0708333,102.7626,0,0,0,0,1,0,0,0,0,0,0
.1041667,102.771,0,0,0,0,0,0,0,1,0,0,0
.0875,102.771,0,0,1,0,0,0,0,0,0,0,0
.0791667,102.7709,0,1,0,0,0,0,0,0,0,0,0
.0708333,102.7709,0,0,1,0,0,0,0,0,0,0,0
.0625,102.7709,0,0,0,0,1,0,0,0,0,0,0
.1125,102.7794,0,1,0,0,0,0,0,0,0,0,0
.1041667,102.7793,0,0,0,0,0,1,0,0,0,0,0
.0958333,102.7793,0,0,0,0,1,0,0,0,0,0,0
.0875,102.7793,0,0,1,0,0,0,0,0,0,0,0
.0791667,102.7793,0,1,0,0,0,0,0,0,0,0,0
.0625,102.7792,0,0,0,1,0,0,0,0,0,0,0
.1041667,102.7877,0,0,1,0,0,0,0,0,0,0,0
.0958333,102.7876,0,1,0,0,0,0,0,0,0,0,0
.0625,102.7876,0,1,0,0,0,0,0,0,0,0,0
.0708333,102.7959,0,0,0,0,1,0,0,0,0,0,0
.6208333,102.8185,0,0,0,0,0,0,0,1,0,0,0
.0791667,102.8126,0,1,0,0,0,0,0,0,0,0,0
.6208333,102.8269,0,0,0,0,0,1,0,0,0,0,0
.6208333,102.8352,0,0,0,1,0,0,0,0,0,0,0
.6208333,102.8519,0,0,0,1,0,0,0,0,0,0,0
.6125,102.8517,0,0,0,0,0,0,1,0,0,0,0
.6291667,102.8604,0,1,0,0,0,0,0,0,0,0,0
.6458333,102.869,0,0,1,0,0,0,0,0,0,0,0
.6375,102.8689,0,0,0,0,0,0,1,0,0,0,0
.6125,102.8684,0,0,1,0,0,0,0,0,0,0,0
.6291667,102.877,0,1,0,0,0,0,0,0,0,0,0
.3541667,102.8728,0,0,0,0,0,0,0,0,1,0,0
.5875,102.8846,0,0,0,0,0,1,0,0,0,0,0
.5791667,102.8844,0,0,0,0,0,0,0,1,0,0,0
.5708333,102.8843,0,0,0,0,0,0,0,0,1,0,0
.5625,102.8841,0,0,0,0,0,0,0,0,0,0,1
.6041667,102.8932,0,1,0,0,0,0,0,0,0,0,0
.5958334,102.8931,0,0,0,0,1,0,0,0,0,0,0
.6041667,102.9016,0,0,0,0,0,0,0,0,0,0,1
.5958334,102.9014,0,0,0,1,0,0,0,0,0,0,0
