lat,lon,prob201107,prob201108
.9291667,101.7009,66,66
.9208333,101.7006,101,101
.9125,101.7004,101,101
.9041666,101.7002,101,101
.8958333,101.6999,101,101
.8875,101.6997,103,103
.8125,101.6977,101,101
.7875,101.6971,101,101
.7791666,101.6969,103,103
.7708333,101.6967,103,103
.7625,101.6965,103,103
.7541667,101.6963,103,103
.7458333,101.6961,103,103
.7375,101.6959,65,65
.7291667,101.6957,81,81
.7208334,101.6955,60,60
.7125,101.6954,101,101
.3625,101.6895,103,103
.3541667,101.6894,103,103
.3458333,101.6894,103,103
.3375,101.6893,103,103
.3291667,101.6892,103,103
.3208333,101.6891,103,103
.3125,101.689,103,103
.3041667,101.6889,103,103
.2791667,101.6887,97,97
.2625,101.6886,101,101
.2541667,101.6885,101,101
.2208333,101.6883,101,101
.2125,101.6882,76,76
.2041667,101.6881,101,101
.1958333,101.6881,103,103
.1875,101.688,58,58
.1791667,101.688,86,86
.1708333,101.688,85,85
.1625,101.6879,85,85
.0708333,101.6876,103,103
.0291667,101.6875,103,103
.0208333,101.6875,103,103
.0125,101.6875,103,103
.0041667,101.6875,103,103
1.645833,101.7378,103,103
1.6375,101.7374,103,103
1.629167,101.737,103,103
1.620833,101.7365,103,103
1.6125,101.7361,103,103
1.604167,101.7357,103,103
1.595833,101.7353,103,103
1.5875,101.7349,103,103
1.579167,101.7345,103,103
1.570833,101.7341,103,103
1.5625,101.7337,103,103
1.554167,101.7333,103,103
1.545833,101.7329,103,103
1.5375,101.7325,103,103
1.529167,101.7321,103,103
1.520833,101.7317,103,103
1.5125,101.7313,103,103
1.504167,101.7309,103,103
1.495833,101.7305,103,103
1.4875,101.7301,103,103
1.479167,101.7297,103,103
1.470833,101.7293,103,103
1.4625,101.729,103,103
1.454167,101.7286,103,103
1.445833,101.7282,103,103
1.4375,101.7279,103,103
1.429167,101.7275,103,103
1.420833,101.7271,103,103
1.4125,101.7267,103,103
1.404167,101.7264,99,99
1.395833,101.726,94,94
1.3875,101.7257,101,101
1.379167,101.7253,101,101
1.370833,101.7249,101,101
1.3625,101.7246,101,101
1.354167,101.7242,101,101
1.345833,101.7239,101,101
1.3375,101.7235,101,101
1.329167,101.7232,101,101
1.320833,101.7229,101,101
1.3125,101.7225,101,101
1.304167,101.7222,101,101
1.295833,101.7218,101,101
1.2875,101.7215,101,101
1.279167,101.7212,101,101
1.270833,101.7209,101,101
1.2625,101.7205,101,101
1.254167,101.7202,101,101
1.245833,101.7199,101,101
1.2375,101.7196,101,101
1.229167,101.7192,101,101
1.220833,101.7189,101,101
1.2125,101.7186,101,101
1.204167,101.7183,101,101
1.195833,101.718,101,101
1.1875,101.7177,101,101
1.179167,101.7174,101,101
1.170833,101.7171,101,101
1.1625,101.7168,101,101
1.154167,101.7165,101,101
1.145833,101.7162,101,101
1.1375,101.7159,101,101
1.129167,101.7156,101,101
1.120833,101.7153,101,101
1.1125,101.715,101,101
1.104167,101.7147,101,101
1.0875,101.7142,101,101
1.079167,101.7139,101,101
1.070833,101.7136,101,101
1.0625,101.7133,101,101
1.054167,101.7131,101,101
1.0375,101.7125,103,103
1.029167,101.7122,103,103
1.020833,101.712,103,103
.9625,101.7102,103,103
.9541667,101.7099,103,103
.9458333,101.7097,103,103
.9291667,101.7092,103,103
.9208333,101.709,103,103
.9125,101.7087,101,101
.9041666,101.7085,103,103
.8958333,101.7083,103,103
.8875,101.708,103,103
.8791667,101.7078,101,101
.8708333,101.7076,103,103
.8125,101.7061,101,101
.8041667,101.7058,101,101
.7875,101.7054,101,101
.7791666,101.7052,103,103
.7708333,101.705,103,103
.7625,101.7048,103,103
.7541667,101.7046,103,103
.7458333,101.7045,69,69
.7375,101.7043,103,103
.7291667,101.7041,103,103
.7208334,101.7039,103,103
.7125,101.7037,101,101
.7041667,101.7035,103,103
.3625,101.6979,103,103
.3541667,101.6978,103,103
.3458333,101.6977,103,103
.3375,101.6976,103,103
.3291667,101.6975,103,103
.3208333,101.6974,103,103
.3125,101.6973,103,103
.3041667,101.6973,103,103
.2958333,101.6972,103,103
.2791667,101.697,103,103
.2708333,101.697,62,62
.2541667,101.6968,101,101
.2458333,101.6968,103,103
.1958333,101.6964,103,103
.1875,101.6964,101,101
.1791667,101.6963,92,92
.1708333,101.6963,86,86
.1625,101.6962,103,103
.1541667,101.6962,103,103
.0708333,101.6959,103,103
.0375,101.6959,103,103
.0291667,101.6958,103,103
.0208333,101.6958,103,103
.0125,101.6958,103,103
.0041667,101.6958,103,103
1.6375,101.7457,103,103
1.629167,101.7453,103,103
1.620833,101.7449,103,103
1.6125,101.7445,103,103
1.604167,101.744,103,103
1.595833,101.7436,103,103
1.5875,101.7432,103,103
1.579167,101.7428,103,103
1.570833,101.7424,103,103
1.5625,101.742,103,103
1.554167,101.7416,103,103
1.545833,101.7412,103,103
1.5375,101.7408,103,103
1.529167,101.7404,103,103
1.520833,101.74,103,103
1.5125,101.7396,103,103
1.504167,101.7392,103,103
1.495833,101.7388,103,103
1.4875,101.7384,103,103
1.479167,101.7381,103,103
1.470833,101.7377,103,103
1.4625,101.7373,103,103
1.454167,101.7369,103,103
1.445833,101.7366,103,103
1.4375,101.7362,103,103
1.429167,101.7358,103,103
1.420833,101.7354,103,103
1.4125,101.7351,103,103
1.404167,101.7347,103,103
1.395833,101.7344,103,103
1.3875,101.734,70,70
1.379167,101.7336,101,101
1.370833,101.7333,101,101
1.3625,101.7329,101,101
1.354167,101.7326,101,101
1.345833,101.7322,101,101
1.3375,101.7319,101,101
1.329167,101.7315,101,101
1.320833,101.7312,101,101
1.3125,101.7309,101,101
1.304167,101.7305,101,101
1.295833,101.7302,101,101
1.2875,101.7299,101,101
1.279167,101.7295,101,101
1.270833,101.7292,101,101
1.2625,101.7289,101,101
1.254167,101.7285,101,101
1.245833,101.7282,101,101
1.2375,101.7279,101,101
1.229167,101.7276,101,101
1.220833,101.7273,101,101
1.2125,101.7269,101,101
1.195833,101.7263,101,101
1.1875,101.726,101,101
1.179167,101.7257,101,101
1.170833,101.7254,101,101
1.1625,101.7251,101,101
1.154167,101.7248,101,101
1.145833,101.7245,101,101
1.1375,101.7242,101,101
1.129167,101.7239,101,101
1.120833,101.7236,101,101
1.1125,101.7233,101,101
1.104167,101.7231,101,101
1.095833,101.7228,101,101
1.0875,101.7225,101,101
1.079167,101.7222,101,101
1.070833,101.7219,101,101
1.0625,101.7217,101,101
1.054167,101.7214,101,101
1.020833,101.7203,103,103
.9541667,101.7183,103,103
.9458333,101.718,103,103
.9375,101.7178,103,103
.9291667,101.7175,103,103
.9125,101.7171,101,101
.8875,101.7164,103,103
.8791667,101.7161,103,103
.8708333,101.7159,103,103
.8041667,101.7142,101,101
.7875,101.7138,101,101
.7791666,101.7136,101,101
.7708333,101.7134,101,101
.7625,101.7132,66,66
.7541667,101.713,103,103
.7458333,101.7128,103,103
.7375,101.7126,103,103
.7291667,101.7124,103,103
.7208334,101.7122,103,103
.7125,101.712,103,103
.7041667,101.7118,103,103
.6208333,101.7101,80,80
.6125,101.71,103,103
.3708333,101.7063,103,103
.3625,101.7062,103,103
.3541667,101.7061,103,103
.3458333,101.706,103,103
.3375,101.7059,103,103
.3291667,101.7058,103,103
.3208333,101.7058,103,103
.3125,101.7057,103,103
.3041667,101.7056,103,103
.2958333,101.7055,103,103
.2708333,101.7053,103,103
.2541667,101.7052,101,101
.2375,101.705,101,101
.2291667,101.705,101,101
.1708333,101.7046,84,84
.1625,101.7046,103,103
.1541667,101.7045,103,103
.0375,101.7042,103,103
.0291667,101.7042,103,103
.0208333,101.7042,103,103
.0125,101.7042,103,103
.0041667,101.7042,85,85
1.6375,101.7541,103,103
1.629167,101.7536,103,103
1.620833,101.7532,103,103
1.6125,101.7528,103,103
1.604167,101.7524,103,103
1.595833,101.752,103,103
1.5875,101.7516,103,103
1.579167,101.7511,103,103
1.570833,101.7507,103,103
1.5625,101.7503,103,103
1.554167,101.7499,103,103
1.545833,101.7495,103,103
1.5375,101.7491,103,103
1.529167,101.7487,103,103
1.520833,101.7483,103,103
1.5125,101.7479,103,103
1.504167,101.7476,103,103
1.495833,101.7472,103,103
1.4875,101.7468,103,103
1.479167,101.7464,103,103
1.470833,101.746,103,103
1.4625,101.7456,103,103
1.454167,101.7453,103,103
1.445833,101.7449,103,103
1.4375,101.7445,103,103
1.429167,101.7441,103,103
1.420833,101.7438,103,103
1.4125,101.7434,103,103
1.404167,101.743,103,103
1.395833,101.7427,103,103
1.3875,101.7423,103,103
1.379167,101.742,101,101
1.370833,101.7416,101,101
1.3625,101.7413,101,101
1.354167,101.7409,101,101
1.345833,101.7406,101,101
1.3375,101.7402,101,101
1.329167,101.7399,101,101
1.3125,101.7392,101,101
1.304167,101.7389,101,101
1.295833,101.7385,101,101
1.2875,101.7382,101,101
1.279167,101.7379,101,101
1.270833,101.7375,101,101
1.2625,101.7372,101,101
1.254167,101.7369,101,101
1.245833,101.7365,101,101
1.2375,101.7362,101,101
1.229167,101.7359,101,101
1.220833,101.7356,101,101
1.2125,101.7353,101,101
1.204167,101.735,101,101
1.195833,101.7347,101,101
1.1875,101.7344,101,101
1.179167,101.734,101,101
1.170833,101.7337,101,101
1.1625,101.7334,101,101
1.154167,101.7331,101,101
1.145833,101.7328,101,101
1.1375,101.7326,101,101
1.129167,101.7323,101,101
1.120833,101.732,101,101
1.1125,101.7317,101,101
1.104167,101.7314,101,101
1.095833,101.7311,101,101
1.0875,101.7308,101,101
1.079167,101.7305,101,101
1.070833,101.7303,101,101
1.0625,101.73,101,101
.9291667,101.7259,103,103
.8875,101.7247,103,103
.8791667,101.7245,103,103
.8708333,101.7243,103,103
.8625,101.724,103,103
.8541667,101.7238,103,103
.8041667,101.7225,101,101
.7791666,101.7219,101,101
.7708333,101.7217,101,101
.7625,101.7215,103,103
.7541667,101.7213,103,103
.7458333,101.7211,103,103
.7375,101.7209,103,103
.7291667,101.7207,103,103
.7208334,101.7206,103,103
.7125,101.7204,103,103
.7041667,101.7202,103,103
.6958333,101.72,103,103
.6708333,101.7195,103,103
.6625,101.7193,101,101
.6375,101.7188,101,101
.6291667,101.7186,101,101
.6208333,101.7185,103,103
.3541667,101.7144,103,103
.3458333,101.7144,103,103
.3375,101.7143,103,103
.3291667,101.7142,103,103
.3208333,101.7141,103,103
.3125,101.714,103,103
.3041667,101.7139,103,103
.2958333,101.7139,103,103
.2875,101.7138,103,103
.2708333,101.7136,61,61
.2291667,101.7133,103,103
.0625,101.7126,103,103
.0375,101.7125,103,103
.0208333,101.7125,103,103
.0041667,101.7125,83,83
1.629167,101.762,103,103
1.620833,101.7616,103,103
1.595833,101.7603,103,103
1.5875,101.7599,103,103
1.579167,101.7595,103,103
1.570833,101.7591,103,103
1.5625,101.7587,103,103
1.554167,101.7583,103,103
1.545833,101.7579,103,103
1.5375,101.7575,103,103
1.529167,101.7571,103,103
1.520833,101.7567,103,103
1.5125,101.7563,103,103
1.504167,101.7559,103,103
1.495833,101.7555,103,103
1.4875,101.7551,103,103
1.479167,101.7547,103,103
1.470833,101.7544,103,103
1.4625,101.754,103,103
1.454167,101.7536,103,103
1.445833,101.7532,103,103
1.4375,101.7529,103,103
1.429167,101.7525,103,103
1.420833,101.7521,103,103
1.4125,101.7518,103,103
1.404167,101.7514,103,103
1.395833,101.751,103,103
1.3875,101.7507,103,103
1.379167,101.7503,101,101
1.370833,101.75,101,101
1.3625,101.7496,101,101
1.354167,101.7493,101,101
1.345833,101.7489,101,101
1.3375,101.7486,101,101
1.329167,101.7482,101,101
1.320833,101.7479,101,101
1.3125,101.7475,101,101
1.304167,101.7472,101,101
1.295833,101.7469,101,101
1.2875,101.7465,101,101
1.279167,101.7462,101,101
1.270833,101.7459,101,101
1.2625,101.7455,101,101
1.254167,101.7452,101,101
1.245833,101.7449,101,101
1.2375,101.7446,101,101
1.229167,101.7442,101,101
1.220833,101.7439,101,101
1.2125,101.7436,101,101
1.204167,101.7433,101,101
1.195833,101.743,101,101
1.1875,101.7427,101,101
1.179167,101.7424,101,101
1.170833,101.7421,101,101
1.1625,101.7418,101,101
1.154167,101.7415,101,101
1.145833,101.7412,101,101
1.1375,101.7409,101,101
1.129167,101.7406,101,101
1.120833,101.7403,101,101
1.1125,101.74,101,101
1.104167,101.7397,101,101
1.095833,101.7394,101,101
1.0875,101.7392,103,103
1.079167,101.7389,101,101
1.070833,101.7386,101,101
1.0625,101.7383,101,101
1.054167,101.7381,101,101
1.045833,101.7378,101,101
1.0375,101.7375,103,103
.9125,101.7337,103,103
.8875,101.733,103,103
.8791667,101.7328,103,103
.8708333,101.7326,103,103
.8541667,101.7321,103,103
.8125,101.7311,50,50
.8041667,101.7309,101,101
.7958333,101.7306,101,101
.7875,101.7304,101,101
.7791666,101.7302,101,101
.7708333,101.73,101,101
.7625,101.7298,103,103
.7541667,101.7296,103,103
.7458333,101.7295,103,103
.7375,101.7293,103,103
.7291667,101.7291,103,103
.7208334,101.7289,103,103
.7125,101.7287,103,103
.6375,101.7271,101,101
.6291667,101.727,101,101
.3541667,101.7228,103,103
.3458333,101.7227,103,103
.3375,101.7226,103,103
.3291667,101.7225,103,103
.3208333,101.7224,103,103
.3125,101.7223,103,103
.2958333,101.7222,103,103
.2791667,101.722,103,103
.2708333,101.722,56,56
.1625,101.7212,103,103
.0708333,101.7209,103,103
.0375,101.7209,103,103
.0291667,101.7208,53,53
.0208333,101.7208,103,103
.0125,101.7208,103,103
.0041667,101.7208,71,71
1.620833,101.7699,103,103
1.6125,101.7695,103,103
1.604167,101.7691,103,103
1.595833,101.7686,103,103
1.5875,101.7682,103,103
1.579167,101.7678,103,103
1.570833,101.7674,103,103
1.5625,101.767,103,103
1.554167,101.7666,103,103
1.545833,101.7662,103,103
1.5375,101.7658,103,103
1.529167,101.7654,103,103
1.520833,101.765,103,103
1.5125,101.7646,103,103
1.504167,101.7642,103,103
1.495833,101.7638,103,103
1.4875,101.7635,103,103
1.479167,101.7631,103,103
1.470833,101.7627,103,103
1.4625,101.7623,103,103
1.454167,101.7619,103,103
1.445833,101.7616,103,103
1.4375,101.7612,103,103
1.429167,101.7608,103,103
1.420833,101.7605,103,103
1.4125,101.7601,103,103
1.404167,101.7597,103,103
1.395833,101.7594,103,103
1.3875,101.759,103,103
1.379167,101.7586,101,101
1.370833,101.7583,101,101
1.3625,101.7579,101,101
1.354167,101.7576,101,101
1.345833,101.7572,101,101
1.329167,101.7565,101,101
1.320833,101.7562,101,101
1.3125,101.7559,101,101
1.304167,101.7555,101,101
1.295833,101.7552,101,101
1.2875,101.7549,101,101
1.279167,101.7545,101,101
1.270833,101.7542,101,101
1.2625,101.7539,101,101
1.254167,101.7535,101,101
1.245833,101.7532,101,101
1.2375,101.7529,101,101
1.229167,101.7526,101,101
1.220833,101.7523,101,101
1.2125,101.752,101,101
1.204167,101.7516,101,101
1.195833,101.7513,101,101
1.1875,101.751,101,101
1.179167,101.7507,101,101
1.170833,101.7504,101,101
1.1625,101.7501,101,101
1.154167,101.7498,101,101
1.145833,101.7495,101,101
1.1375,101.7492,101,101
1.129167,101.7489,101,101
1.120833,101.7486,101,101
1.1125,101.7483,101,101
1.104167,101.7481,101,101
1.095833,101.7478,101,101
1.0875,101.7475,101,101
1.079167,101.7472,101,101
1.070833,101.7469,101,101
1.0625,101.7467,101,101
1.054167,101.7464,101,101
1.045833,101.7461,101,101
1.0375,101.7458,101,101
1.029167,101.7456,103,103
.9208333,101.7423,103,103
.9125,101.7421,103,103
.8791667,101.7411,73,73
.8541667,101.7405,101,101
.8458334,101.7402,103,103
.8125,101.7394,84,84
.7958333,101.739,101,101
.7875,101.7388,101,101
.7791666,101.7386,101,101
.7708333,101.7384,101,101
.7625,101.7382,103,103
.7541667,101.738,103,103
.7458333,101.7378,103,103
.7375,101.7376,103,103
.7291667,101.7374,103,103
.7208334,101.7372,103,103
.6291667,101.7353,101,101
.2958333,101.7305,103,103
.2625,101.7302,101,101
.2541667,101.7302,101,101
.1875,101.7297,103,103
.0291667,101.7292,103,103
.0208333,101.7292,103,103
.0125,101.7292,75,75
.0041667,101.7292,101,101
1.6125,101.7778,103,103
1.604167,101.7774,103,103
1.595833,101.777,103,103
1.5875,101.7766,103,103
1.579167,101.7762,103,103
1.570833,101.7757,103,103
1.5625,101.7753,103,103
1.554167,101.7749,103,103
1.545833,101.7745,103,103
1.5375,101.7741,103,103
1.529167,101.7737,103,103
1.520833,101.7734,103,103
1.5125,101.773,103,103
1.504167,101.7726,103,103
1.495833,101.7722,103,103
1.4875,101.7718,103,103
1.4625,101.7707,103,103
1.454167,101.7703,103,103
1.445833,101.7699,103,103
1.4375,101.7695,103,103
1.429167,101.7692,103,103
1.420833,101.7688,103,103
1.4125,101.7684,103,103
1.404167,101.7681,103,103
1.395833,101.7677,103,103
1.379167,101.767,101,101
1.370833,101.7666,101,101
1.3625,101.7663,101,101
1.354167,101.7659,101,101
1.345833,101.7656,101,101
1.3375,101.7652,101,101
1.329167,101.7649,101,101
1.320833,101.7645,101,101
1.3125,101.7642,101,101
1.304167,101.7639,101,101
1.295833,101.7635,101,101
1.2875,101.7632,101,101
1.279167,101.7629,101,101
1.270833,101.7625,101,101
1.2625,101.7622,101,101
1.254167,101.7619,101,101
1.245833,101.7616,101,101
1.2375,101.7612,101,101
1.229167,101.7609,101,101
1.220833,101.7606,101,101
1.2125,101.7603,101,101
1.204167,101.76,101,101
1.195833,101.7597,101,101
1.1875,101.7594,101,101
1.179167,101.759,101,101
1.170833,101.7587,101,101
1.1625,101.7584,101,101
1.154167,101.7581,101,101
1.145833,101.7579,101,101
1.1375,101.7576,101,101
1.129167,101.7573,101,101
1.120833,101.757,101,101
1.1125,101.7567,101,101
1.104167,101.7564,101,101
1.095833,101.7561,101,101
1.0875,101.7558,101,101
1.079167,101.7555,103,103
1.070833,101.7553,101,101
1.0625,101.755,101,101
1.054167,101.7547,101,101
1.045833,101.7544,101,101
1.0375,101.7542,101,101
1.029167,101.7539,101,101
.9291667,101.7509,103,103
.9208333,101.7506,103,103
.9125,101.7504,103,103
.9041666,101.7502,103,103
.8958333,101.7499,62,62
.8875,101.7497,101,101
.8791667,101.7495,101,101
.8708333,101.7493,101,101
.8375,101.7484,103,103
.8125,101.7477,91,91
.7875,101.7471,101,101
.7791666,101.7469,101,101
.7708333,101.7467,62,62
.7625,101.7465,99,99
.7541667,101.7463,103,103
.6375,101.7438,101,101
.6291667,101.7436,101,101
.6208333,101.7435,101,101
.6125,101.7433,101,101
.2875,101.7388,101,101
.2708333,101.7386,101,101
.2625,101.7386,101,101
.2541667,101.7385,101,101
.1958333,101.7381,103,103
.0208333,101.7375,81,81
.0125,101.7375,103,103
.0041667,101.7375,69,69
1.604167,101.7857,103,103
1.595833,101.7853,103,103
1.5875,101.7849,103,103
1.579167,101.7845,103,103
1.570833,101.7841,103,103
1.5625,101.7837,103,103
1.554167,101.7833,103,103
1.545833,101.7829,103,103
1.5375,101.7825,103,103
1.529167,101.7821,103,103
1.520833,101.7817,103,103
1.5125,101.7813,103,103
1.504167,101.7809,103,103
1.495833,101.7805,103,103
1.4875,101.7801,103,103
1.479167,101.7797,103,103
1.470833,101.7794,103,103
1.4625,101.779,103,103
1.445833,101.7782,103,103
1.4375,101.7779,103,103
1.429167,101.7775,103,103
1.420833,101.7771,103,103
1.4125,101.7768,103,103
1.404167,101.7764,103,103
1.395833,101.776,103,103
1.3875,101.7757,74,74
1.379167,101.7753,101,101
1.370833,101.775,101,101
1.3625,101.7746,101,101
1.354167,101.7743,101,101
1.345833,101.7739,101,101
1.3375,101.7736,101,101
1.329167,101.7732,101,101
1.320833,101.7729,101,101
1.3125,101.7725,101,101
1.304167,101.7722,101,101
1.295833,101.7719,101,101
1.2875,101.7715,101,101
1.279167,101.7712,101,101
1.270833,101.7709,101,101
1.2625,101.7705,101,101
1.254167,101.7702,101,101
1.245833,101.7699,101,101
1.229167,101.7692,101,101
1.220833,101.7689,101,101
1.2125,101.7686,101,101
1.204167,101.7683,101,101
1.195833,101.768,101,101
1.1875,101.7677,101,101
1.179167,101.7674,101,101
1.170833,101.7671,101,101
1.1625,101.7668,101,101
1.154167,101.7665,101,101
1.145833,101.7662,101,101
1.1375,101.7659,101,101
1.129167,101.7656,101,101
1.120833,101.7653,101,101
1.1125,101.765,101,101
1.104167,101.7647,101,101
1.095833,101.7644,101,101
1.0875,101.7642,101,101
1.079167,101.7639,101,101
1.070833,101.7636,101,101
1.0625,101.7633,101,101
1.054167,101.7631,101,101
1.045833,101.7628,101,101
1.0375,101.7625,101,101
1.029167,101.7623,101,101
1.020833,101.762,72,72
.9208333,101.759,103,103
.9125,101.7587,103,103
.9041666,101.7585,52,52
.8708333,101.7576,101,101
.8625,101.7574,103,103
.8375,101.7567,101,101
.7958333,101.7556,101,101
.7875,101.7554,101,101
.7791666,101.7552,101,101
.7625,101.7548,98,98
.7541667,101.7546,103,103
.6625,101.7526,101,101
.6375,101.7521,101,101
.6291667,101.752,101,101
.6208333,101.7518,101,101
.6125,101.7516,101,101
.2875,101.7471,101,101
.2791667,101.747,101,101
.2625,101.7469,101,101
.2541667,101.7468,101,101
.2458333,101.7468,103,103
.2375,101.7467,101,101
.2291667,101.7467,103,103
.0291667,101.7458,86,87
.0208333,101.7458,103,103
.0125,101.7458,103,103
.0041667,101.7458,101,101
1.595833,101.7936,103,103
1.5875,101.7932,103,103
1.579167,101.7928,103,103
1.570833,101.7924,103,103
1.5625,101.792,103,103
1.554167,101.7916,103,103
1.545833,101.7912,103,103
1.5375,101.7908,103,103
1.529167,101.7904,103,103
1.520833,101.79,103,103
1.5125,101.7896,103,103
1.504167,101.7892,103,103
1.495833,101.7889,103,103
1.4875,101.7885,103,103
1.479167,101.7881,103,103
1.470833,101.7877,103,103
1.454167,101.7869,103,103
1.445833,101.7866,103,103
1.4375,101.7862,103,103
1.429167,101.7858,103,103
1.420833,101.7855,103,103
1.4125,101.7851,103,103
1.404167,101.7847,103,103
1.395833,101.7844,103,103
1.3875,101.784,101,101
1.370833,101.7833,101,101
1.3625,101.7829,101,101
1.354167,101.7826,101,101
1.345833,101.7822,101,101
1.3375,101.7819,101,101
1.329167,101.7816,101,101
1.320833,101.7812,101,101
1.3125,101.7809,101,101
1.304167,101.7805,101,101
1.295833,101.7802,101,101
1.2875,101.7799,101,101
1.279167,101.7795,101,101
1.270833,101.7792,101,101
1.2625,101.7789,101,101
1.254167,101.7785,101,101
1.2375,101.7779,101,101
1.229167,101.7776,101,101
1.2125,101.777,101,101
1.204167,101.7766,101,101
1.195833,101.7763,101,101
1.1875,101.776,101,101
1.179167,101.7757,101,101
1.170833,101.7754,101,101
1.1625,101.7751,101,101
1.154167,101.7748,101,101
1.145833,101.7745,101,101
1.1375,101.7742,101,101
1.129167,101.7739,101,101
1.120833,101.7736,101,101
1.1125,101.7734,101,101
1.104167,101.7731,101,101
1.095833,101.7728,101,101
1.0875,101.7725,101,101
1.079167,101.7722,101,101
1.070833,101.7719,101,101
1.0625,101.7717,101,101
1.054167,101.7714,101,101
1.045833,101.7711,101,101
1.0375,101.7709,101,101
1.029167,101.7706,101,101
1.020833,101.7703,101,101
.9208333,101.7673,103,103
.9125,101.7671,103,103
.9041666,101.7668,101,101
.8875,101.7664,93,93
.8791667,101.7661,83,83
.8708333,101.7659,103,103
.8625,101.7657,103,103
.8541667,101.7655,54,54
.8375,101.765,103,103
.8291667,101.7648,103,103
.8208333,101.7646,103,103
.8125,101.7644,101,101
.8041667,101.7642,101,101
.7875,101.7638,101,101
.7791666,101.7636,101,101
.7625,101.7632,98,98
.7541667,101.763,99,99
.7458333,101.7628,103,103
.6291667,101.7603,101,101
.6125,101.76,101,101
.6041667,101.7598,101,101
.4458333,101.7572,101,101
.2958333,101.7555,103,103
.2875,101.7554,101,101
.2791667,101.7554,101,101
.2625,101.7552,101,101
.2541667,101.7552,101,101
.2458333,101.7551,101,101
.2375,101.755,101,101
.0291667,101.7542,103,103
.0208333,101.7542,103,103
.0125,101.7542,103,103
.0041667,101.7542,91,91
1.595833,101.802,103,103
1.5875,101.8016,103,103
1.579167,101.8012,103,103
1.570833,101.8008,103,103
1.5625,101.8004,103,103
1.554167,101.7999,103,103
1.545833,101.7995,103,103
1.5375,101.7991,103,103
1.529167,101.7988,103,103
1.520833,101.7984,103,103
1.5125,101.798,103,103
1.504167,101.7976,103,103
1.479167,101.7964,103,103
1.4625,101.7957,103,103
1.454167,101.7953,103,103
1.445833,101.7949,103,103
1.4375,101.7945,103,103
1.429167,101.7942,103,103
1.420833,101.7938,103,103
1.4125,101.7934,103,103
1.404167,101.7931,103,103
1.395833,101.7927,101,101
1.3875,101.7923,101,101
1.379167,101.792,101,101
1.370833,101.7916,101,101
1.3625,101.7913,101,101
1.354167,101.7909,101,101
1.345833,101.7906,101,101
1.3375,101.7902,101,101
1.329167,101.7899,101,101
1.320833,101.7895,101,101
1.3125,101.7892,101,101
1.304167,101.7889,101,101
1.295833,101.7885,101,101
1.2875,101.7882,101,101
1.279167,101.7879,101,101
1.270833,101.7875,101,101
1.2625,101.7872,101,101
1.254167,101.7869,101,101
1.245833,101.7866,101,101
1.229167,101.7859,101,101
1.220833,101.7856,101,101
1.2125,101.7853,101,101
1.204167,101.785,101,101
1.195833,101.7847,101,101
1.1875,101.7844,101,101
1.179167,101.7841,101,101
1.170833,101.7838,101,101
1.1625,101.7834,101,101
1.154167,101.7831,101,101
1.145833,101.7829,101,101
1.1375,101.7826,101,101
1.129167,101.7823,101,101
1.120833,101.782,101,101
1.1125,101.7817,101,101
1.104167,101.7814,101,101
1.0875,101.7808,101,101
1.079167,101.7806,101,101
1.070833,101.7803,103,103
1.0625,101.78,101,101
1.054167,101.7797,101,101
1.045833,101.7795,101,101
1.029167,101.7789,101,101
1.020833,101.7787,101,101
1.0125,101.7784,103,103
1.004167,101.7781,101,101
.9208333,101.7756,103,103
.9125,101.7754,103,103
.9041666,101.7752,103,103
.8958333,101.7749,103,103
.8875,101.7747,103,103
.8791667,101.7745,103,103
.8708333,101.7743,103,103
.8625,101.774,103,103
.8541667,101.7738,103,103
.8458334,101.7736,103,103
.8375,101.7734,103,103
.8291667,101.7732,103,103
.8208333,101.7729,103,103
.8125,101.7727,103,103
.8041667,101.7725,101,101
.7958333,101.7723,101,101
.7708333,101.7717,101,101
.7625,101.7715,99,99
.7541667,101.7713,99,99
.7458333,101.7711,103,103
.6375,101.7688,101,101
.6291667,101.7686,101,101
.6208333,101.7685,101,101
.6125,101.7683,101,101
.3041667,101.7639,103,103
.2791667,101.7637,101,101
.2708333,101.7636,101,101
.2541667,101.7635,101,101
.2458333,101.7634,101,101
.2375,101.7634,103,103
.2291667,101.7633,103,103
.0291667,101.7625,101,101
.0208333,101.7625,103,103
.0125,101.7625,62,62
.0041667,101.7625,92,92
1.5875,101.8099,103,103
1.579167,101.8095,103,103
1.570833,101.8091,103,103
1.5625,101.8087,103,103
1.554167,101.8083,103,103
1.545833,101.8079,103,103
1.5375,101.8075,103,103
1.529167,101.8071,103,103
1.520833,101.8067,103,103
1.5125,101.8063,103,103
1.504167,101.8059,103,103
1.454167,101.8036,103,103
1.445833,101.8032,103,103
1.4375,101.8029,103,103
1.429167,101.8025,103,103
1.420833,101.8021,103,103
1.4125,101.8018,103,103
1.404167,101.8014,101,101
1.395833,101.801,101,101
1.3875,101.8007,101,101
1.379167,101.8003,101,101
1.370833,101.8,101,101
1.3625,101.7996,101,101
1.354167,101.7993,101,101
1.3375,101.7986,101,101
1.329167,101.7982,101,101
1.320833,101.7979,101,101
1.3125,101.7975,101,101
1.304167,101.7972,101,101
1.295833,101.7969,101,101
1.2875,101.7965,101,101
1.279167,101.7962,101,101
1.270833,101.7959,101,101
1.2625,101.7955,101,101
1.254167,101.7952,101,101
