lat,lon,period
21.87917,100.8157,254
22.04583,100.9431,254
22.0375,100.9371,254
21.72083,100.7223,254
21.6625,100.6815,254
22.10417,101.0027,254
21.72083,100.7313,254
21.7125,100.7254,254
21.97083,100.9166,254
21.77917,100.7812,254
22.1625,101.0626,254
21.7625,100.7784,254
21.9875,100.9464,254
21.8375,100.8492,254
21.75417,100.7905,254
21.8125,100.8405,254
21.77083,100.8112,254
21.7625,100.8054,254
22.04583,101.015,254
21.87917,100.8966,254
21.8125,100.8495,254
21.77083,100.8202,254
21.7625,100.8143,254
21.75417,100.8175,254
21.9625,100.9736,254
21.77083,100.8381,254
21.74583,100.8206,254
22.87917,101.6514,254
22.87083,101.6452,254
21.97917,101.0034,254
21.97083,100.9975,254
21.9625,100.9916,254
21.52083,100.6816,254
21.97917,101.0124,254
21.97083,101.0065,254
21.72083,100.83,254
21.5375,100.7021,254
21.97917,101.0214,254
21.97083,101.0155,254
21.6875,100.8245,254
21.62083,100.778,60
21.5875,100.7548,254
21.57917,100.749,254
21.57083,100.7432,254
21.6875,100.8335,254
21.62083,100.7869,52
21.57917,100.7579,52
21.9625,101.0365,254
21.62083,100.7959,51
21.57917,100.7669,254
22.0625,101.1258,254
21.57917,100.7848,254
21.57083,100.779,254
22.05417,101.1288,254
21.75417,100.9251,254
21.74583,100.9193,254
22.90417,101.7696,254
21.87917,101.0223,254
25.1125,103.5413,53
21.8875,101.0462,254
21.77083,100.9638,254
21.77083,100.9727,254
21.7625,100.9669,254
21.75417,100.961,254
21.72083,100.9376,254
21.7875,100.9934,254
21.77083,100.9817,254
21.7625,100.9758,254
21.75417,100.97,254
21.74583,100.9641,254
21.72083,100.9466,254
22.12917,101.2456,254
21.75417,100.979,254
21.74583,100.9731,254
21.7375,100.9672,254
21.72917,100.9704,254
21.72917,100.9793,254
21.72083,100.9735,254
23.82083,102.5483,254
21.74583,101.0,254
21.74583,101.009,254
22.1125,101.2786,254
22.09583,101.2666,254
22.0875,101.2606,254
21.7875,101.0473,254
22.1125,101.2876,254
22.0875,101.2696,254
22.07083,101.2577,60
22.04583,101.2398,254
21.77917,101.0504,254
22.07083,101.2666,254
21.8625,101.1182,254
21.82083,101.0888,254
21.8125,101.0829,254
21.77917,101.0594,254
22.0375,101.2608,254
22.02917,101.2548,254
21.74583,101.0538,254
21.7375,101.048,254
21.87917,101.157,254
21.80417,101.1039,254
21.77083,101.0894,254
22.02083,101.2758,254
21.9875,101.252,254
21.77917,101.1042,254
21.77083,101.0984,254
22.0125,101.2788,254
21.97917,101.2551,254
21.77917,101.1132,254
21.90417,101.2107,254
22.0125,101.2968,254
22.00417,101.2909,254
22.0125,101.3058,254
22.4375,101.6223,254
22.0125,101.3148,254
22.00417,101.3088,254
21.99583,101.3029,254
21.9125,101.2435,254
21.89583,101.2317,254
21.8875,101.2258,254
22.0125,101.3238,254
22.00417,101.3178,254
21.9125,101.2525,254
21.90417,101.2466,254
21.80417,101.1757,254
21.79583,101.1698,254
22.0125,101.3328,254
22.00417,101.3268,254
21.8875,101.2437,254
22.0625,101.3776,254
22.0125,101.3418,254
22.0625,101.3866,254
21.85417,101.238,254
21.8625,101.2529,254
21.69583,101.1353,254
21.6875,101.1384,254
22.00417,101.3718,254
21.97917,101.3539,254
21.72917,101.1767,61
21.72083,101.1708,254
21.7125,101.165,254
21.69583,101.1533,254
22.00417,101.3808,254
21.84583,101.2681,254
21.82917,101.2562,55
21.70417,101.1681,254
21.69583,101.1622,254
21.99583,101.3838,254
21.82917,101.2652,254
21.79583,101.2416,254
24.05417,102.9529,254
22.04583,101.4286,254
21.99583,101.3928,254
21.87917,101.3096,254
21.8375,101.2801,254
21.82917,101.2742,63
21.82083,101.2683,56
21.79583,101.2506,254
21.7125,101.1919,254
21.6875,101.1743,254
21.67083,101.1626,254
21.9875,101.3958,254
21.8375,101.2891,254
21.82917,101.2832,254
21.79583,101.2596,50
21.7875,101.2537,254
21.67917,101.1774,254
21.67083,101.1716,254
21.6625,101.1657,254
22.1125,101.4944,254
22.00417,101.4167,254
21.99583,101.4107,254
21.9875,101.4048,254
21.97917,101.3988,66
21.82917,101.2922,50
21.82083,101.2863,50
21.70417,101.2039,254
21.69583,101.1981,254
21.65417,101.1688,254
22.0875,101.4855,254
21.9875,101.4138,254
21.97917,101.4078,254
21.97083,101.4019,50
21.87917,101.3366,254
21.8375,101.307,254
21.82917,101.3011,65
21.82083,101.2952,69
21.7125,101.2188,54
21.67917,101.1954,254
21.97917,101.4168,254
21.97083,101.4109,254
21.8375,101.316,254
21.82917,101.3101,65
21.8125,101.2983,50
21.69583,101.216,254
21.65417,101.1868,254
21.97917,101.4258,254
21.97083,101.4198,254
21.8375,101.325,50
21.82917,101.3191,66
21.7375,101.2543,54
21.65417,101.1957,254
21.64583,101.1899,254
21.95417,101.4169,52
21.85417,101.3458,254
21.82917,101.3281,52
21.7375,101.2633,52
21.7125,101.2457,254
21.64583,101.1989,254
21.7625,101.2899,254
21.6375,101.202,254
21.9625,101.4408,254
21.7625,101.2989,254
21.75417,101.293,254
21.74583,101.2871,254
21.69583,101.2519,254
21.6875,101.246,254
21.67917,101.2402,254
21.65417,101.2226,254
21.62917,101.2051,254
21.95417,101.4439,254
21.75417,101.302,254
21.74583,101.2961,254
21.69583,101.2609,254
21.6875,101.255,254
21.67917,101.2492,254
21.65417,101.2316,254
21.64583,101.2258,254
21.62917,101.2141,254
21.62083,101.2083,254
21.6125,101.2024,254
21.87083,101.3935,254
21.7625,101.3168,254
21.75417,101.3109,254
21.74583,101.3051,254
21.6875,101.264,68
21.67917,101.2581,254
21.67083,101.2523,254
21.6625,101.2464,254
21.64583,101.2347,254
21.62083,101.2172,254
21.6125,101.2114,254
21.87083,101.4025,254
21.7625,101.3258,254
21.75417,101.3199,254
21.6875,101.273,254
21.67917,101.2671,254
21.6625,101.2554,254
21.64583,101.2437,53
21.75417,101.3289,254
21.60417,101.2235,254
21.59583,101.2177,254
21.8625,101.4146,254
21.7625,101.3437,254
21.72917,101.3202,254
21.70417,101.3026,254
21.64583,101.2616,254
21.6375,101.2558,254
21.59583,101.2266,254
22.6875,102.0235,254
21.90417,101.4532,254
21.7375,101.3351,254
21.72917,101.3292,254
21.72083,101.3233,254
21.7125,101.3175,254
21.70417,101.3116,254
21.64583,101.2706,254
21.6375,101.2648,254
21.62083,101.2531,254
22.6875,102.0325,254
21.95417,101.4978,254
21.94583,101.4918,53
21.9375,101.4859,254
21.90417,101.4621,254
21.72083,101.3323,254
21.7125,101.3264,254
21.70417,101.3205,254
21.69583,101.3147,254
21.64583,101.2796,254
21.6375,101.2737,254
21.62917,101.2679,254
21.62083,101.262,254
22.70417,102.054,254
22.69583,102.0478,254
21.9375,101.4949,254
21.92083,101.483,254
21.9125,101.4771,254
21.89583,101.4652,52
21.72083,101.3413,254
21.7125,101.3354,254
21.70417,101.3295,254
21.69583,101.3237,254
21.62917,101.2768,254
21.62083,101.271,254
22.69583,102.0568,254
21.9125,101.486,254
21.84583,101.4386,254
21.7125,101.3444,254
21.70417,101.3385,254
21.69583,101.3326,254
21.6875,101.3268,254
21.67917,101.3209,254
21.92083,101.501,254
21.72917,101.3651,254
21.7125,101.3533,254
21.70417,101.3475,254
21.69583,101.3416,254
21.67917,101.3299,254
21.72083,101.3682,254
21.6875,101.3447,254
21.67917,101.3388,254
21.67083,101.333,254
21.67917,101.3478,254
21.89583,101.5281,254
21.7125,101.4071,254
21.8625,101.5223,50
21.85417,101.5254,55
21.84583,101.5194,52
21.60417,101.349,254
21.85417,101.5343,50
21.84583,101.5284,68
21.60417,101.3579,254
21.54583,101.3261,254
21.5625,101.3557,254
21.55417,101.3498,254
21.45417,101.2802,254
21.9375,101.6296,254
21.60417,101.3938,254
21.54583,101.353,254
21.9375,101.6386,254
21.57083,101.3794,254
21.54583,101.3619,254
21.47083,101.3096,254
21.5625,101.3825,254
21.54583,101.3709,254
21.5625,101.4005,254
21.7875,101.5678,254
21.54583,101.3978,254
21.54583,101.4067,254
21.5375,101.4009,254
21.77917,101.5799,254
21.7625,101.5681,254
21.54583,101.4157,254
21.5375,101.4099,254
21.87917,101.6599,254
21.8625,101.648,254
21.7625,101.577,254
21.54583,101.4246,254
21.5125,101.4014,254
21.84583,101.6451,254
21.7625,101.586,254
21.75417,101.5801,254
21.54583,101.4336,254
21.5375,101.4278,254
21.82083,101.6363,254
21.75417,101.5891,254
21.4875,101.4018,254
21.84583,101.6631,254
21.8375,101.6572,254
21.82083,101.6453,254
21.8375,101.6661,254
21.82917,101.6602,254
21.82083,101.6543,254
21.82917,101.6692,254
21.7625,101.6309,254
21.7125,101.5955,68
21.70417,101.5896,254
21.64583,101.5665,254
22.60417,102.2685,254
22.57083,102.2438,254
21.6375,101.5785,254
21.6625,101.6051,254
21.22083,101.298,254
21.67083,101.6199,254
21.6625,101.6141,254
21.65417,101.6082,254
21.74583,101.6819,254
21.70417,101.6524,254
21.6625,101.623,254
21.64583,101.6113,254
21.6375,101.6054,254
21.64583,101.6203,254
21.6375,101.6144,254
22.57083,102.2979,254
21.60417,101.6089,254
21.60417,101.6179,254
21.59583,101.612,254
21.69583,101.7003,254
24.12917,103.5519,254
24.12917,103.561,254
24.5625,104.649,254
22.6375,103.1421,254
24.5125,104.6806,254
24.50417,104.6828,254
24.67917,104.8568,254
22.97083,103.4852,254
22.92917,103.4714,254
24.22083,104.5857,254
23.07917,103.6952,254
23.0625,103.6914,254
22.95417,103.753,254
24.92917,105.4728,254
24.47083,105.1037,254
24.4875,105.1543,254
24.7375,105.4381,254
22.7625,103.905,254
24.37917,105.2195,254
22.69583,103.8814,254
24.37083,105.2217,254
24.42083,105.2817,254
24.37083,105.24,254
24.3625,105.2422,254
24.55417,105.43,254
24.37083,105.2766,254
22.67917,103.9411,254
24.29583,105.2418,254
24.3125,105.2647,254
24.27083,105.2302,254
24.30417,105.267,254
24.2875,105.2531,254
24.27917,105.2462,254
24.2625,105.2324,254
22.72083,104.0088,254
24.3625,105.3246,254
24.2625,105.2416,254
22.6625,103.9736,254
22.62083,103.9872,254
24.35417,105.3725,254
24.25417,105.3261,254
24.25417,105.3352,254
24.25417,105.3444,254
24.7125,105.738,254
24.25417,105.3535,254
24.72083,105.7542,254
24.2625,105.4061,254
24.3125,105.4659,254
24.67917,105.7922,254
24.6625,105.7873,254
24.5875,105.7238,254
24.69583,105.8431,254
24.6375,105.8119,254
24.6375,105.8211,254
24.62917,105.8232,254
24.65417,105.8535,254
24.64583,105.8465,254
24.62917,105.8324,254
24.5625,105.776,254
24.6625,105.8698,254
24.65417,105.8719,254
24.62083,105.8436,254
24.65417,105.8811,254
24.62083,105.8528,254
24.67917,105.9114,254
24.7625,105.9916,254
24.69583,105.9348,254
24.62083,105.8711,254
24.7625,106.0007,254
24.6875,105.9369,254
24.67083,105.9227,254
24.62083,105.8803,254
24.22917,105.5612,254
24.59583,105.905,254
24.5875,105.8979,254
24.60417,105.9212,254
24.59583,105.9141,254
24.57917,105.9,254
24.5875,105.9254,254
24.57917,105.9184,254
24.57917,105.9275,254
24.57083,105.9205,254
24.3375,105.7245,254
24.57917,105.9367,254
24.57083,105.9296,254
24.55417,105.9156,254
24.55417,105.9247,254
24.52917,105.9128,254
24.95417,106.2846,50
24.52917,105.922,254
24.37083,105.7889,254
24.94583,106.2866,254
24.3625,105.7911,254
24.94583,106.2958,254
24.5375,105.9473,254
24.54583,105.9635,254
24.52917,105.9494,254
24.4375,105.8723,254
25.37083,106.6852,254
24.6625,106.0715,254
24.54583,105.9727,254
24.7125,106.1233,254
24.74583,106.1609,254
24.47917,105.9348,254
23.2125,104.9046,254
24.72083,106.1671,254
24.65417,106.1103,254
24.6625,106.1265,254
25.00417,106.429,254
24.6625,106.1357,254
24.49583,106.0129,254
24.2375,105.7966,254
24.75417,106.2414,254
24.4875,106.015,254
24.74583,106.2435,254
24.4875,106.0242,254
24.2625,105.8357,254
24.59583,106.1249,254
24.24583,105.831,254
24.34583,105.9418,254
24.3375,105.9349,254
25.0625,106.5716,254
24.44583,106.099,254
24.42917,106.1124,254
24.95417,106.6339,254
25.0625,106.7832,254
25.1625,106.9719,254
24.1875,106.1388,254
24.17917,106.1319,254
24.22083,106.1848,254
24.24583,106.3062,254
24.07917,106.1676,254
24.17917,106.278,254
24.17083,106.2802,254
23.79583,105.9712,254
25.02083,107.032,254
24.14583,106.2868,254
24.12083,106.3026,254
24.12917,106.3369,254
23.8875,106.1464,254
23.90417,106.1692,254
24.12083,106.3574,254
23.90417,106.1783,254
24.12917,106.3734,254
25.12083,107.2575,254
23.17083,105.6424,254
29.3875,111.4926,254
24.07083,106.4071,254
23.90417,106.2695,254
24.05417,106.4024,254
23.89583,106.2809,254
25.0125,107.2363,254
23.89583,106.29,254
25.0125,107.2455,254
23.89583,106.2991,254
25.00417,107.2474,254
25.00417,107.2566,254
24.99583,107.2677,254
24.10417,106.5078,254
24.10417,106.517,254
23.99583,106.4454,254
24.07083,106.544,254
24.0625,106.5371,254
23.9625,106.4543,50
24.0625,106.5462,254
24.50417,106.9266,254
24.57083,106.9926,254
23.87917,106.5497,51
23.75417,106.5018,254
23.75417,106.5109,254
23.74583,106.5041,254
26.6125,109.0488,92
26.60417,109.0409,81
23.75417,106.52,254
26.6125,109.0582,80
26.60417,109.0502,100
23.7625,106.5359,254
23.74583,106.5223,254
26.60417,109.0595,98
26.59583,109.0516,87
23.7625,106.545,254
23.74583,106.5314,254
23.74583,106.5405,254
23.70417,106.5155,254
26.59583,109.0796,78
23.7125,106.5314,254
26.59583,109.0889,59
23.7125,106.5405,254
23.72083,106.5655,254
23.7125,106.5587,254
23.72917,106.5815,254
23.72083,106.5746,254
23.97917,106.8055,254
23.9875,106.8307,254
23.7375,106.6247,254
23.7375,106.6338,254
23.7375,106.6429,254
28.09583,110.6704,254
23.75417,106.6656,254
23.74583,106.6588,254
23.74583,106.6679,254
24.12917,106.9943,254
24.12917,107.0035,254
24.44583,107.2981,254
23.8375,106.807,254
24.1875,107.1254,254
24.17917,107.1184,254
23.87083,106.8709,254
23.90417,106.9075,254
23.9375,106.9625,254
24.19583,107.1872,254
23.84583,106.9049,57
23.8375,106.8981,254
23.84583,106.914,254
23.8375,106.9072,254
23.8375,106.9163,254
23.8375,106.9254,254
23.82917,106.9276,254
23.82917,106.9368,254
24.12083,107.1974,254
23.8125,106.9594,254
23.7125,106.8773,71
23.9125,107.0603,254
23.47083,106.6988,254
23.69583,106.8909,55
25.77083,108.7079,254
23.67917,106.9046,254
24.05417,107.242,254
23.92083,107.131,254
23.75417,107.1482,254
23.5875,107.0207,254
23.7125,107.1412,254
23.72917,107.164,254
23.69583,107.164,254
23.72083,107.1936,254
23.6875,107.2026,254
24.0875,107.5711,254
23.52083,107.2119,254
23.49583,107.2006,254
23.32917,107.0657,254
23.74583,107.4691,254
23.7375,107.4713,254
23.7375,107.4804,254
23.30417,107.1544,254
23.69583,107.5189,254
23.62083,107.6846,254
25.07917,108.9691,254
24.42083,108.43,254
24.42917,108.4464,254
22.2625,106.6994,254
22.27917,106.7212,254
22.27083,106.7238,254
22.17917,106.6811,254
23.5125,107.7413,254
22.17083,106.6927,51
24.4375,108.5359,254
22.17917,106.717,254
23.4625,107.7367,254
22.15417,106.7071,254
